step	line	cite	method	baseline	written	then_text	now_text	same	reason
adocs/plan_todo/S091_see_pruning_main_search.md	210	:2354	BLOCK	7b54f18	tests/test_search.cpp:3275	TEST_SUITE("search: see_ge agrees with see")	TEST_SUITE("search: see_ge agrees with see")	yes	
adocs/plan_todo/S091_see_pruning_main_search.md	5	:322	BLOCK	c0954ec	src/search.cpp:481	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	83	:449	BLOCK	c0954ec	src/search.cpp:667	const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;	const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	89	:783	BLOCK	c0954ec	src/search.cpp:1069	assert(best_move != 0);	assert(best_move != 0);	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	89	:813-815	BLOCK	c0954ec	src/search.cpp:1099-1101	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	90	:273-275	BLOCK	c0954ec	src/search.cpp:432-434	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(stand_pat, ply), TT_BETA_NODE, 0, / stored_eval);	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(stand_pat, ply), TT_BETA_NODE, 0, / stored_eval);	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	90	:377-378	BLOCK	c0954ec	src/search.cpp:556-557	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(mated, ply), TT_PV_NODE, 0, stored_eval);	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(mated, ply), TT_PV_NODE, 0, stored_eval);	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	91	:387-390	HAND	c0954ec	src/search.cpp:576-578	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(best_value, ply), / (best_value > alpha0) ? TT_PV_NODE : TT_ALPHA_NODE, best_move, / stored_eval);	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(best_value, ply), stored_type, best_move, / stored_eval);	no	quiescence's fail-low store, the third of the three moveless quiescence stores the sentence lists.
adocs/plan_todo/S095_internal_iterative_reduction.md	95	:457-463	BLOCK	c0954ec	src/search.cpp:675-681	if (!is_pv && ply > 0) { / int tt_score = 0; /  / if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) { / return tt_score; / } / }	if (!is_pv && ply > 0) { / int tt_score = 0; /  / if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) { / return tt_score; / } / }	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	96	:466	BLOCK	c0954ec	src/search.cpp:684	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	97	:511	BLOCK	c0954ec	src/search.cpp:765	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	99	:512	BLOCK	c0954ec	src/search.cpp:766	depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	100	:561	BLOCK	c0954ec	src/search.cpp:814	const int null_reduction = NULL_MOVE_BASE + (depth / NULL_MOVE_DIVISOR);	const int null_reduction = NULL_MOVE_BASE + (depth / NULL_MOVE_DIVISOR);	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	101	:695	BLOCK	c0954ec	src/search.cpp:962	reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter));	reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter));	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	102	:676	BLOCK	c0954ec	src/search.cpp:943	const int child_depth = depth - 1;	const int child_depth = depth - 1;	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	102	:814	BLOCK	c0954ec	src/search.cpp:1100	tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move,	tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move,	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	107	:469	BLOCK	c0954ec	src/search.cpp:687	const bool is_in_check = is_check(game);	const bool is_in_check = is_check(game);	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	141	:41	BLOCK	c0954ec	src/search_params.hpp:50	#define CHESSO_SEARCH_PARAMS(X)                                                \	#define CHESSO_SEARCH_PARAMS(X)                                                \	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	164	:783	BLOCK	c0954ec	src/search.cpp:1069	assert(best_move != 0);	assert(best_move != 0);	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	166	:164	BLOCK	c0954ec	src/search.cpp:228	if (entry == nullptr || entry->depth < depth) { return false; }	if (entry == nullptr || entry->depth < depth) { return false; }	yes	
adocs/plan_todo/S095_internal_iterative_reduction.md	188	:814	BLOCK	c0954ec	src/search.cpp:1100	tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move,	tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move,	yes	
adocs/plan_todo/S097_singular_extensions.md	132	:676	BLOCK	c0954ec	src/search.cpp:943	const int child_depth = depth - 1;	const int child_depth = depth - 1;	yes	
adocs/plan_todo/S097_singular_extensions.md	134	:424	BLOCK	c0954ec	src/search.cpp:612	if (ply + 1 >= MAX_PLY) { return evaluate(&game->board); }	if (ply + 1 >= MAX_PLY) { return evaluate(&game->board); }	yes	
adocs/plan_todo/S097_singular_extensions.md	135	:260	BLOCK	c0954ec	src/search.cpp:413	if (ply + 1 >= MAX_PLY) { return stand_pat; }	if (ply + 1 >= MAX_PLY) { return stand_pat; }	yes	
adocs/plan_todo/S097_singular_extensions.md	141	:360-378	HAND	c0954ec	src/data_structures.hpp:360-380	enum node_type_t / { / TT_EMPTY_NODE, / TT_PV_NODE,  // The stored score is EXACTLY that. / // Alpha node.  Every move you search will have a value less than / // or equal to alpha, meaning that none of the moves in here will / // be any good, probably because the starting position is bad for / // t	enum node_type_t / { / TT_EMPTY_NODE, / TT_PV_NODE,  // The stored score is EXACTLY that. Exact. The node's value / // landed strictly inside the window it was searched with, so / // there is a real score here and not a bound, and it answers / // whatever window a later node reads it from. / // / //	no	`enum node_type_t`. S106 replaced TT_PV_NODE's pasted comment, so the enum is two lines longer than the citation was written against.
adocs/plan_todo/S097_singular_extensions.md	142	:445	HAND	c0954ec	src/search.cpp:663	const tt_entry_t* tt_entry = tt_get_entry(state->tt, &game->board);	const tt_entry_t* tt_entry = tt_get_entry(state->tt, &game->board);	yes	negamax's `tt_get_entry` probe; quiescence's is at :318.
adocs/plan_todo/S097_singular_extensions.md	142	:449	BLOCK	c0954ec	src/search.cpp:667	const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;	const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;	yes	
adocs/plan_todo/S097_singular_extensions.md	145	:813	BLOCK	c0954ec	src/search.cpp:1099	const int to_store = normalize_score(best_so_far, ply);	const int to_store = normalize_score(best_so_far, ply);	yes	
adocs/plan_todo/S097_singular_extensions.md	147	:139-144	BLOCK	c0954ec	src/search.cpp:193-198	inline int de_normalize_score(int score, int ply) / { / if (score > MATE_MIN && score <= MATE_MAX) { return score - ply; } / if (score < -MATE_MIN && score >= -MATE_MAX) { return score + ply; } / return score; / }	inline int de_normalize_score(int score, int ply) / { / if (score > MATE_MIN && score <= MATE_MAX) { return score - ply; } / if (score < -MATE_MIN && score >= -MATE_MAX) { return score + ply; } / return score; / }	yes	
adocs/plan_todo/S097_singular_extensions.md	153	:457-463	BLOCK	c0954ec	src/search.cpp:675-681	if (!is_pv && ply > 0) { / int tt_score = 0; /  / if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) { / return tt_score; / } / }	if (!is_pv && ply > 0) { / int tt_score = 0; /  / if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) { / return tt_score; / } / }	yes	
adocs/plan_todo/S097_singular_extensions.md	153	:813-815	BLOCK	c0954ec	src/search.cpp:1099-1101	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	yes	
adocs/plan_todo/S097_singular_extensions.md	162	:569	BLOCK	c0954ec	src/search.cpp:822	if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 &&	if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 &&	yes	
adocs/plan_todo/S097_singular_extensions.md	164	:511	BLOCK	c0954ec	src/search.cpp:765	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&	yes	
adocs/plan_todo/S097_singular_extensions.md	168	:656-663	HAND	c0954ec	src/search.cpp:917-930	if (!make_move(game, moves[i])) { continue; } /  / const bool is_capture = MOVE_CAPTURE(moves[i]); /  / // Only ever needed to decide whether a quiet move may become a killer, and / // is_check() is an attack scan - do not pay for it on captures. / const bool is_check_move = is_capture ? false : is_	if (!make_move(game, moves[i])) { continue; } /  / const bool is_capture = MOVE_CAPTURE(moves[i]); /  / // The late move reduction guard below is the only consumer: a move that / // gives check is not reduced. It is deliberately *not* consulted by the / // fail-high block, which admits every quiet t	no	make_move through `legal_moves_counter++`, which is what the sentence names. S107's comment and S149's history call grew the span.
adocs/plan_todo/S097_singular_extensions.md	170	:779-781	BLOCK	c0954ec	src/search.cpp:1065-1067	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	yes	
adocs/plan_todo/S097_singular_extensions.md	191	:729	HAND	c0954ec	src/search.cpp:996	if (state->aborted) { return 0; }	if (state->aborted) { return 0; }	yes	the move loop's abort check, after unmake_move; the other `if (state->aborted) { return 0; }` at :834 is the null-move one.
adocs/plan_todo/S097_singular_extensions.md	194	:697	BLOCK	c0954ec	src/search.cpp:964	if (reduction > child_depth - 1) { reduction = child_depth - 1; }	if (reduction > child_depth - 1) { reduction = child_depth - 1; }	yes	
adocs/plan_todo/S097_singular_extensions.md	215	:511	BLOCK	c0954ec	src/search.cpp:765	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&	yes	
adocs/plan_todo/S097_singular_extensions.md	215	:569	BLOCK	c0954ec	src/search.cpp:822	if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 &&	if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 &&	yes	
adocs/plan_todo/S097_singular_extensions.md	227	:41	BLOCK	c0954ec	src/search_params.hpp:50	#define CHESSO_SEARCH_PARAMS(X)                                                \	#define CHESSO_SEARCH_PARAMS(X)                                                \	yes	
adocs/plan_todo/S097_singular_extensions.md	255	:424	BLOCK	c0954ec	src/search.cpp:612	if (ply + 1 >= MAX_PLY) { return evaluate(&game->board); }	if (ply + 1 >= MAX_PLY) { return evaluate(&game->board); }	yes	
adocs/plan_todo/S097_singular_extensions.md	256	:260	BLOCK	c0954ec	src/search.cpp:413	if (ply + 1 >= MAX_PLY) { return stand_pat; }	if (ply + 1 >= MAX_PLY) { return stand_pat; }	yes	
adocs/plan_todo/S097_singular_extensions.md	260	:813-815	BLOCK	c0954ec	src/search.cpp:1099-1101	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	yes	
adocs/plan_todo/S097_singular_extensions.md	264	:170	BLOCK	c0954ec	src/search.cpp:234	const int tt_score = de_normalize_score(entry->score, ply);	const int tt_score = de_normalize_score(entry->score, ply);	yes	
adocs/plan_todo/S097_singular_extensions.md	268	:16-17	BLOCK	c0954ec	src/search.cpp:16-17	#define MATE_MAX 49000 / #define MATE_MIN 48000	#define MATE_MAX 49000 / #define MATE_MIN 48000	yes	
adocs/plan_todo/S097_singular_extensions.md	284	:729	HAND	c0954ec	src/search.cpp:996	if (state->aborted) { return 0; }	if (state->aborted) { return 0; }	yes	the same abort check, cited again.
adocs/plan_todo/S098_reduction_refinement.md	115	:707-715	BLOCK	7b54f18	src/search.cpp:958-966	int reduction = 0; /  / if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) { / reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter)); /  / if (reduction > child_depth - 1) { reduction = child_depth - 	int reduction = 0; /  / if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) { / reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter)); /  / if (reduction > child_depth - 1) { reduction = child_depth - 	yes	
adocs/plan_todo/S098_reduction_refinement.md	44	:42-56	BLOCK	c0954ec	src/search.cpp:96-110	static lmr_table_t build_lmr_table() / { / lmr_table_t table{}; /  / for (int depth = 1; depth < 64; ++depth) { / for (int move_number = 1; move_number < 64; ++move_number) { / const double r = / (LMR_BASE / 100.0) + / (std::log(depth) * std::log(move_number)) / (LMR_DIVISOR / 100.0); / table[depth]	static lmr_table_t build_lmr_table() / { / lmr_table_t table{}; /  / for (int depth = 1; depth < 64; ++depth) { / for (int move_number = 1; move_number < 64; ++move_number) { / const double r = / (LMR_BASE / 100.0) + / (std::log(depth) * std::log(move_number)) / (LMR_DIVISOR / 100.0); / table[depth]	yes	
adocs/plan_todo/S098_reduction_refinement.md	121	:59-68	BLOCK	c0954ec	src/search.cpp:113-122	#ifdef CHESSO_TUNE / // Mutable, and rebuilt by every setoption. A coefficient that moved without the / // table being rebuilt would report success and change nothing. / static lmr_table_t lmr_table = build_lmr_table(); /  / void search_params_rebuild_derived() / { lmr_table = build_lmr_table(); } /	#ifdef CHESSO_TUNE / // Mutable, and rebuilt by every setoption. A coefficient that moved without the / // table being rebuilt would report success and change nothing. / static lmr_table_t lmr_table = build_lmr_table(); /  / void search_params_rebuild_derived() / { lmr_table = build_lmr_table(); } /	yes	
adocs/plan_todo/S098_reduction_refinement.md	122	:79-82	BLOCK	c0954ec	src/search.cpp:133-136	#ifdef CHESSO_TUNE / int search_lmr_reduction_probe(int depth, int move_number) / { return lmr_reduction(depth, move_number); } / #endif	#ifdef CHESSO_TUNE / int search_lmr_reduction_probe(int depth, int move_number) / { return lmr_reduction(depth, move_number); } / #endif	yes	
adocs/plan_todo/S098_reduction_refinement.md	123	:693-694	BLOCK	c0954ec	src/search.cpp:960-961	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	yes	
adocs/plan_todo/S098_reduction_refinement.md	127	:662	BLOCK	c0954ec	src/search.cpp:929	const bool is_check_move = is_capture ? false : is_check(game);	const bool is_check_move = is_capture ? false : is_check(game);	yes	
adocs/plan_todo/S098_reduction_refinement.md	129	:697-698	BLOCK	c0954ec	src/search.cpp:964-965	if (reduction > child_depth - 1) { reduction = child_depth - 1; } / if (reduction < 0) { reduction = 0; }	if (reduction > child_depth - 1) { reduction = child_depth - 1; } / if (reduction < 0) { reduction = 0; }	yes	
adocs/plan_todo/S098_reduction_refinement.md	132	:701-724	BLOCK	c0954ec	src/search.cpp:968-991	if (legal_moves_counter == 1) { / // The first legal move of a PV node continues the principal variation. / score = -negamax(-beta, -alpha, child_depth, ply + 1, game, state, / moves[i], is_pv); / } else { / score = -negamax(-alpha - 1, -alpha, child_depth - reduction, ply + 1, / game, state, moves[	if (legal_moves_counter == 1) { / // The first legal move of a PV node continues the principal variation. / score = -negamax(-beta, -alpha, child_depth, ply + 1, game, state, / moves[i], is_pv); / } else { / score = -negamax(-alpha - 1, -alpha, child_depth - reduction, ply + 1, / game, state, moves[	yes	
adocs/plan_todo/S098_reduction_refinement.md	134	:706	BLOCK	c0954ec	src/search.cpp:973	score = -negamax(-alpha - 1, -alpha, child_depth - reduction, ply + 1,	score = -negamax(-alpha - 1, -alpha, child_depth - reduction, ply + 1,	yes	
adocs/plan_todo/S098_reduction_refinement.md	135	:712-715	BLOCK	c0954ec	src/search.cpp:979-982	if (!state->aborted && reduction > 0 && score > alpha) { / score = -negamax(-alpha - 1, -alpha, child_depth, ply + 1, game, state, / moves[i], false); / }	if (!state->aborted && reduction > 0 && score > alpha) { / score = -negamax(-alpha - 1, -alpha, child_depth, ply + 1, game, state, / moves[i], false); / }	yes	
adocs/plan_todo/S098_reduction_refinement.md	136	:721-724	BLOCK	c0954ec	src/search.cpp:988-991	if (!state->aborted && score > alpha && score < beta) { / score = -negamax(-beta, -alpha, child_depth, ply + 1, game, state, / moves[i], is_pv); / }	if (!state->aborted && score > alpha && score < beta) { / score = -negamax(-beta, -alpha, child_depth, ply + 1, game, state, / moves[i], is_pv); / }	yes	
adocs/plan_todo/S098_reduction_refinement.md	137	:734	BLOCK	c0954ec	src/search.cpp:1001	if (score > best_so_far) {	if (score > best_so_far) {	yes	
adocs/plan_todo/S098_reduction_refinement.md	139	:408	BLOCK	c0954ec	src/search.cpp:596	bool is_pv)	bool is_pv)	yes	
adocs/plan_todo/S098_reduction_refinement.md	140	:449	BLOCK	c0954ec	src/search.cpp:667	const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;	const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;	yes	
adocs/plan_todo/S098_reduction_refinement.md	172	:697-698	BLOCK	c0954ec	src/search.cpp:964-965	if (reduction > child_depth - 1) { reduction = child_depth - 1; } / if (reduction < 0) { reduction = 0; }	if (reduction > child_depth - 1) { reduction = child_depth - 1; } / if (reduction < 0) { reduction = 0; }	yes	
adocs/plan_todo/S098_reduction_refinement.md	210	:712-715	BLOCK	c0954ec	src/search.cpp:979-982	if (!state->aborted && reduction > 0 && score > alpha) { / score = -negamax(-alpha - 1, -alpha, child_depth, ply + 1, game, state, / moves[i], false); / }	if (!state->aborted && reduction > 0 && score > alpha) { / score = -negamax(-alpha - 1, -alpha, child_depth, ply + 1, game, state, / moves[i], false); / }	yes	
adocs/plan_todo/S098_reduction_refinement.md	216	:721-724	BLOCK	c0954ec	src/search.cpp:988-991	if (!state->aborted && score > alpha && score < beta) { / score = -negamax(-beta, -alpha, child_depth, ply + 1, game, state, / moves[i], is_pv); / }	if (!state->aborted && score > alpha && score < beta) { / score = -negamax(-beta, -alpha, child_depth, ply + 1, game, state, / moves[i], is_pv); / }	yes	
adocs/plan_todo/S098_reduction_refinement.md	349	:693-694	BLOCK	c0954ec	src/search.cpp:960-961	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	yes	
adocs/plan_todo/S099_correction_history.md	114	:702	SAME	c0954ec	src/bitboard.cpp:702	board->hash ^= randoms->piece_randoms[piece][square];	board->hash ^= randoms->piece_randoms[piece][square];	yes	
adocs/plan_todo/S099_correction_history.md	114	:724-725	BLOCK	c0954ec	src/bitboard.cpp:724-725	board->hash ^= randoms->piece_randoms[piece][from]; / board->hash ^= randoms->piece_randoms[piece][to];	board->hash ^= randoms->piece_randoms[piece][from]; / board->hash ^= randoms->piece_randoms[piece][to];	yes	
adocs/plan_todo/S099_correction_history.md	116	:992	SAME	c0954ec	src/bitboard.cpp:992	board->hash = entry->hash;	board->hash = entry->hash;	yes	
adocs/plan_todo/S099_correction_history.md	116	:1518	BLOCK	c0954ec	src/bitboard.cpp:1518	hash_t compute_full_hash(game_t* game)	hash_t compute_full_hash(game_t* game)	yes	
adocs/plan_todo/S099_correction_history.md	123	:812	BLOCK	c0954ec	src/bitboard.cpp:812	remove_piece<them>(board, randoms, captured_pawn, captured_square);	remove_piece<them>(board, randoms, captured_pawn, captured_square);	yes	
adocs/plan_todo/S099_correction_history.md	128	:1494	BLOCK	c0954ec	src/bitboard.cpp:1494	void cleanup_board(game_t* game)	void cleanup_board(game_t* game)	yes	
adocs/plan_todo/S099_correction_history.md	129	:742	BLOCK	c0954ec	src/bitboard.cpp:742	assert(eval_accumulators_match(&game->board));	assert(eval_accumulators_match(&game->board));	yes	
adocs/plan_todo/S099_correction_history.md	130	:875	SAME	c0954ec	src/bitboard.cpp:875	assert(eval_accumulators_match(board));	assert(eval_accumulators_match(board));	yes	
adocs/plan_todo/S099_correction_history.md	130	:997	SAME	c0954ec	src/bitboard.cpp:997	assert(eval_accumulators_match(board));	assert(eval_accumulators_match(board));	yes	
adocs/plan_todo/S099_correction_history.md	136	:646-647	BLOCK	c0954ec	src/chesso.cpp:674-675	search_state_t state = {}; / state.tt = &tt;	search_state_t state = {}; / state.tt = &tt;	yes	
adocs/plan_todo/S099_correction_history.md	137	:1084-1097	BLOCK	c0954ec	src/chesso.cpp:1148-1161	bool command_ucinewgame(std::queue<std::string>& args) / { / LOG_I << "Command [ucinewgame]. Args: " << args << END_I; /  / stop_and_join_search(); /  / set_position(DEFAULT_POSITION); / tt_reset(&tt); / still_in_opening = true; /  / LOG_I << print_nice_board(&game.board) << END_I; /  / return true;	bool command_ucinewgame(std::queue<std::string>& args) / { / LOG_I << "Command [ucinewgame]. Args: " << args << END_I; /  / stop_and_join_search(); /  / set_position(DEFAULT_POSITION); / tt_reset(&tt); / still_in_opening = true; /  / LOG_I << print_nice_board(&game.board) << END_I; /  / return true;	yes	
adocs/plan_todo/S099_correction_history.md	146	:460-463	BLOCK	c0954ec	src/search.cpp:678-681	if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) { / return tt_score; / } / }	if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) { / return tt_score; / } / }	yes	
adocs/plan_todo/S099_correction_history.md	149	:529-536	HAND	c0954ec	src/search.cpp:767-771	const int static_score = / (tt_eval != TT_EVAL_NONE) ? tt_eval : evaluate(&game->board); /  / static_eval = static_score; /  / // Fail soft, and the bound returned is the one actually argued for: the / // static score minus everything the opponent was assumed able to win back. / if (static_score - m	const int margin = RFP_MARGIN * depth; /  / // Fail soft, and the bound returned is the one actually argued for: the / // static score minus everything the opponent was assumed able to win back. / if (static_eval - margin >= beta) { return static_eval - margin; }	no	the RFP margin and its fail-soft return. S108 hoisted the compute-or-read that opened the cited span to :720, so what remains inside the guard is the margin and the return.
adocs/plan_todo/S099_correction_history.md	171	:813-815	BLOCK	c0954ec	src/search.cpp:1099-1101	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	const int to_store = normalize_score(best_so_far, ply); / tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move, / static_eval);	yes	
adocs/plan_todo/S099_correction_history.md	172	:729	HAND	c0954ec	src/search.cpp:996	if (state->aborted) { return 0; }	if (state->aborted) { return 0; }	yes	the move loop's abort check, not the null move's.
adocs/plan_todo/S099_correction_history.md	171	:813	BLOCK	c0954ec	src/search.cpp:1099	const int to_store = normalize_score(best_so_far, ply);	const int to_store = normalize_score(best_so_far, ply);	yes	
adocs/plan_todo/S099_correction_history.md	183	:536	HAND	c0954ec	src/search.cpp:771	if (static_score - margin >= beta) { return static_score - margin; }	if (static_eval - margin >= beta) { return static_eval - margin; }	no	the RFP decision, `static_eval - margin >= beta`.
adocs/plan_todo/S099_correction_history.md	232	:247	HAND	c0954ec	src/search.cpp:349	: evaluate_lazy(&game->board, alpha, beta, &stand_pat_is_exact);	: evaluate_lazy(&game->board, alpha, beta, &static_eval_is_exact);	no	quiescence's `evaluate_lazy` call, which S130 moved under the TT substitution.
adocs/plan_todo/S109_shallow_depth_pruning_block.md	180	:636-652	BLOCK	c0954ec	src/search.cpp:897-913	if (i == moves_count) { / // The captures ran out without a cutoff, so the quiets are needed after / // all. This is the branch staging exists to avoid. / if (quiets_generated) { break; } /  / const size_t added = / generate_quiets(game_tables(), &game->board, moves + moves_count); /  / for (size_t 	if (i == moves_count) { / // The captures ran out without a cutoff, so the quiets are needed after / // all. This is the branch staging exists to avoid. / if (quiets_generated) { break; } /  / const size_t added = / generate_quiets(game_tables(), &game->board, moves + moves_count); /  / for (size_t 	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	181	:654	BLOCK	c0954ec	src/search.cpp:915	pick_next_move(moves, scores, moves_count, i);	pick_next_move(moves, scores, moves_count, i);	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	182	:656	HAND	c0954ec	src/search.cpp:917	if (!make_move(game, moves[i])) { continue; }	if (!make_move(game, moves[i])) { continue; }	yes	negamax's `make_move`.
adocs/plan_todo/S109_shallow_depth_pruning_block.md	182	:658	BLOCK	c0954ec	src/search.cpp:919	const bool is_capture = MOVE_CAPTURE(moves[i]);	const bool is_capture = MOVE_CAPTURE(moves[i]);	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	183	:662	BLOCK	c0954ec	src/search.cpp:929	const bool is_check_move = is_capture ? false : is_check(game);	const bool is_check_move = is_capture ? false : is_check(game);	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	184	:663	BLOCK	c0954ec	src/search.cpp:930	legal_moves_counter++;	legal_moves_counter++;	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	186	:693-698	BLOCK	c0954ec	src/search.cpp:960-965	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) { / reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter)); /  / if (reduction > child_depth - 1) { reduction = child_depth - 1; } / if (reduction < 0	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) { / reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter)); /  / if (reduction > child_depth - 1) { reduction = child_depth - 1; } / if (reduction < 0	yes	
