step	line	cite	rev	method	kind	symbol	form	at	why	then
adocs/plan_todo/S095_internal_iterative_reduction.md	89	src/search.cpp:1099-1101	70b9b10	WALK	func	negamax		negamax		const int to_store = normalize_score(best_so_far, ply); tt_store_entry(state->tt, &game->board, depth, to_stor
adocs/plan_todo/S095_internal_iterative_reduction.md	90	src/search.cpp:432-434	70b9b10	WALK	func	quiescence		quiescence		tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, normalize_score(stand_pat, ply), TT_BETA_NODE, 0, stored_
adocs/plan_todo/S095_internal_iterative_reduction.md	90	src/search.cpp:556-557	70b9b10	WALK	func	quiescence		quiescence		tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, normalize_score(mated, ply), TT_PV_NODE, 0, stored_eval);
adocs/plan_todo/S095_internal_iterative_reduction.md	91	src/search.cpp:576-578	70b9b10	WALK	func	quiescence		quiescence		tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, normalize_score(best_value, ply), stored_type, best_move,
adocs/plan_todo/S095_internal_iterative_reduction.md	95	src/search.cpp:675-681	70b9b10	WALK	func	negamax		negamax		if (!is_pv && ply > 0) { int tt_score = 0; if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score))
adocs/plan_todo/S095_internal_iterative_reduction.md	96	src/search.cpp:684	70b9b10	WALK	func	negamax		negamax		if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }
adocs/plan_todo/S095_internal_iterative_reduction.md	97	src/search.cpp:765	70b9b10	WALK	func	negamax		negamax		if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&
adocs/plan_todo/S095_internal_iterative_reduction.md	99	src/search.cpp:766	70b9b10	WALK	func	negamax		negamax		depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {
adocs/plan_todo/S095_internal_iterative_reduction.md	100	src/search.cpp:814	70b9b10	WALK	func	negamax		negamax		const int null_reduction = NULL_MOVE_BASE + (depth / NULL_MOVE_DIVISOR);
adocs/plan_todo/S095_internal_iterative_reduction.md	101	src/search.cpp:962	70b9b10	WALK	func	negamax		negamax		reduction = lmr_reduction(depth, static_cast<int>(legal_moves_counter));
adocs/plan_todo/S095_internal_iterative_reduction.md	102	src/search.cpp:943	70b9b10	WALK	func	negamax		negamax		const int child_depth = depth - 1;
adocs/plan_todo/S095_internal_iterative_reduction.md	102	src/search.cpp:1100	70b9b10	WALK	func	negamax		negamax		tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move,
adocs/plan_todo/S095_internal_iterative_reduction.md	107	src/search.cpp:687	70b9b10	WALK	func	negamax		negamax		const bool is_in_check = is_check(game);
adocs/plan_todo/S095_internal_iterative_reduction.md	121	tests/test_search.cpp:37	70b9b10	WALK	func	search_fen		search_fen		static search_t search_fen(const std::string& fen,
adocs/plan_todo/S095_internal_iterative_reduction.md	131	tests/test_search.cpp:2808	70b9b10	TITLE	title	pruning does not hide a forced mate		pruning does not hide a forced mate		TEST_CASE_FIXTURE(search_fixture_t, "pruning does not hide a forced mate")
adocs/plan_todo/S095_internal_iterative_reduction.md	132	tests/test_search.cpp:2847	70b9b10	TITLE	title	pruning does not hide a mate against the material leader		pruning does not hide a mate against the material leader		TEST_CASE_FIXTURE(search_fixture_t,
adocs/plan_todo/S095_internal_iterative_reduction.md	185	src/search.cpp:1069	70b9b10	WALK	func	negamax		negamax		assert(best_move != 0);
adocs/plan_todo/S095_internal_iterative_reduction.md	187	src/search.cpp:228	70b9b10	WALK	func	tt_entry_answers		tt_entry_answers		if (entry == nullptr || entry->depth < depth) { return false; }
adocs/plan_todo/S095_internal_iterative_reduction.md	191	transposition_table.cpp:158	70b9b10	WALK	func	tt_store_entry		tt_store_entry		if (entry->generation != tt->generation || depth >= entry->depth) {
adocs/plan_todo/S095_internal_iterative_reduction.md	209	src/search.cpp:1100	70b9b10	WALK	func	negamax		negamax		tt_store_entry(state->tt, &game->board, depth, to_store, type, best_move,
adocs/plan_todo/S097_singular_extensions.md	5	src/search.cpp:961	70b9b10	WALK	func	negamax		negamax		!MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {
adocs/plan_todo/S097_singular_extensions.md	124	src/search.hpp:58-65	70b9b10	WALK	func	negamax		negamax		int negamax(int alpha0, int beta, int depth, size_t ply, game_t* game, search_state_t* state, move_t prev_move
adocs/plan_todo/S097_singular_extensions.md	124	src/search.cpp:589-596	70b9b10	WALK	func	negamax		negamax		int negamax(int alpha0, int beta, int depth, size_t ply, game_t* game, search_state_t* state, move_t prev_move
adocs/plan_todo/S097_singular_extensions.md	125	src/data_structures.hpp:447-483	70b9b10	CHOSEN			`src/data_structures.hpp` `search_state_t`			
adocs/plan_todo/S097_singular_extensions.md	132	src/search.cpp:943	70b9b10	WALK	func	negamax		negamax		const int child_depth = depth - 1;
adocs/plan_todo/S097_singular_extensions.md	134	src/search.cpp:612	70b9b10	WALK	func	negamax		negamax		if (ply + 1 >= MAX_PLY) { return evaluate(&game->board); }
adocs/plan_todo/S097_singular_extensions.md	135	src/search.cpp:413	70b9b10	WALK	func	quiescence		quiescence		if (ply + 1 >= MAX_PLY) { return stand_pat; }
adocs/plan_todo/S097_singular_extensions.md	136	data_structures.hpp:42-43	70b9b10	SPAN	define	MAX_PLY	`data_structures.hpp` `MAX_PLY` and `data_structures.hpp` `MAX_DEPTH`	MAX_PLY	also MAX_DEPTH	#define MAX_PLY 128 #define MAX_DEPTH (MAX_PLY - 2) // Must be +2 in order to be safe
adocs/plan_todo/S097_singular_extensions.md	139	src/data_structures.hpp:388-420	70b9b10	CHOSEN			`src/data_structures.hpp` `tt_entry_t`			
adocs/plan_todo/S097_singular_extensions.md	141	src/data_structures.hpp:360-380	70b9b10	PHRASE	phrase	the same all-or-nothing gate a table move is (DEC-122)		the same all-or-nothing gate a table move is (DEC-122)	no enclosing definition	// The last mate line this engine has been shown to deliver, kept so that a // later search reporting the same
adocs/plan_todo/S097_singular_extensions.md	142	src/search.cpp:663	70b9b10	WALK	func	negamax		negamax		const tt_entry_t* tt_entry = tt_get_entry(state->tt, &game->board);
adocs/plan_todo/S097_singular_extensions.md	142	src/search.cpp:667	70b9b10	WALK	func	negamax		negamax		const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;
adocs/plan_todo/S097_singular_extensions.md	145	src/search.cpp:1099	70b9b10	WALK	func	negamax		negamax		const int to_store = normalize_score(best_so_far, ply);
adocs/plan_todo/S097_singular_extensions.md	147	src/search.cpp:193-198	70b9b10	AUTO	func	de_normalize_score		de_normalize_score		inline int de_normalize_score(int score, int ply) { if (score > MATE_MIN && score <= MATE_MAX) { return score 
adocs/plan_todo/S097_singular_extensions.md	153	src/search.cpp:675-681	70b9b10	WALK	func	negamax		negamax		if (!is_pv && ply > 0) { int tt_score = 0; if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score))
adocs/plan_todo/S097_singular_extensions.md	153	src/search.cpp:1099-1101	70b9b10	WALK	func	negamax		negamax		const int to_store = normalize_score(best_so_far, ply); tt_store_entry(state->tt, &game->board, depth, to_stor
adocs/plan_todo/S097_singular_extensions.md	162	src/search.cpp:822	70b9b10	WALK	func	negamax		negamax		if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 &&
adocs/plan_todo/S097_singular_extensions.md	164	src/search.cpp:765	70b9b10	WALK	func	negamax		negamax		if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&
adocs/plan_todo/S097_singular_extensions.md	168	src/search.cpp:917-930	70b9b10	WALK	func	negamax		negamax		if (!make_move(game, moves[i])) { continue; } const bool is_capture = MOVE_CAPTURE(moves[i]); // The late move
adocs/plan_todo/S097_singular_extensions.md	170	src/search.cpp:1065-1067	70b9b10	WALK	func	negamax		negamax		if (legal_moves_counter == 0) { return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; }
adocs/plan_todo/S097_singular_extensions.md	191	src/search.cpp:996	70b9b10	WALK	func	negamax		negamax		if (state->aborted) { return 0; }
adocs/plan_todo/S097_singular_extensions.md	194	src/search.cpp:964	70b9b10	WALK	func	negamax		negamax		if (reduction > child_depth - 1) { reduction = child_depth - 1; }
adocs/plan_todo/S097_singular_extensions.md	208	tests/test_search.cpp:2808	70b9b10	TITLE	title	pruning does not hide a forced mate		pruning does not hide a forced mate		TEST_CASE_FIXTURE(search_fixture_t, "pruning does not hide a forced mate")
adocs/plan_todo/S097_singular_extensions.md	209	tests/test_search.cpp:2847	70b9b10	TITLE	title	pruning does not hide a mate against the material leader		pruning does not hide a mate against the material leader		TEST_CASE_FIXTURE(search_fixture_t,
adocs/plan_todo/S097_singular_extensions.md	215	src/search.cpp:765	70b9b10	WALK	func	negamax		negamax		if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY &&
adocs/plan_todo/S097_singular_extensions.md	215	src/search.cpp:822	70b9b10	WALK	func	negamax		negamax		if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 &&
adocs/plan_todo/S097_singular_extensions.md	219	tests/test_search.cpp:2808	70b9b10	TITLE	title	pruning does not hide a forced mate		pruning does not hide a forced mate		TEST_CASE_FIXTURE(search_fixture_t, "pruning does not hide a forced mate")
adocs/plan_todo/S097_singular_extensions.md	298	src/search.cpp:612	70b9b10	WALK	func	negamax		negamax		if (ply + 1 >= MAX_PLY) { return evaluate(&game->board); }
adocs/plan_todo/S097_singular_extensions.md	299	src/search.cpp:413	70b9b10	WALK	func	quiescence		quiescence		if (ply + 1 >= MAX_PLY) { return stand_pat; }
adocs/plan_todo/S097_singular_extensions.md	303	src/search.cpp:1099-1101	70b9b10	WALK	func	negamax		negamax		const int to_store = normalize_score(best_so_far, ply); tt_store_entry(state->tt, &game->board, depth, to_stor
adocs/plan_todo/S097_singular_extensions.md	307	src/search.cpp:234	70b9b10	WALK	func	tt_entry_answers		tt_entry_answers		const int tt_score = de_normalize_score(entry->score, ply);
adocs/plan_todo/S097_singular_extensions.md	311	src/search.cpp:16-17	70b9b10	SPAN	define	MATE_MAX	`src/search.cpp` `MATE_MAX` and `src/search.cpp` `MATE_MIN`	MATE_MAX	also MATE_MIN	#define MATE_MAX 49000 #define MATE_MIN 48000
adocs/plan_todo/S097_singular_extensions.md	327	src/search.cpp:996	70b9b10	WALK	func	negamax		negamax		if (state->aborted) { return 0; }
adocs/plan_todo/S098_reduction_refinement.md	5	adocs/plan.md:81	7504c3d	CHOSEN			`adocs/plan.md` "the improving flag, was first in the pending order"			
adocs/plan_todo/S098_reduction_refinement.md	44	src/search.cpp:96-110	7504c3d	WALK	func	build_lmr_table		build_lmr_table		static lmr_table_t build_lmr_table() { lmr_table_t table{}; for (int depth = 1; depth < 64; ++depth) { for (in
adocs/plan_todo/S098_reduction_refinement.md	115	src/search.cpp:96-130	7504c3d	CHOSEN			`src/search.cpp` `build_lmr_table` and `src/search.cpp` `lmr_reduction`			
adocs/plan_todo/S098_reduction_refinement.md	115	src/search.cpp:958-966	7504c3d	WALK	func	negamax		negamax		int reduction = 0; if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && !MOVE_PROMOTED(moves
adocs/plan_todo/S098_reduction_refinement.md	117	src/search.cpp:96-110	7504c3d	WALK	func	build_lmr_table		build_lmr_table		static lmr_table_t build_lmr_table() { lmr_table_t table{}; for (int depth = 1; depth < 64; ++depth) { for (in
adocs/plan_todo/S098_reduction_refinement.md	120	src/search_params.hpp:202-203	7504c3d	SPAN	xmacro	LMR_BASE	`src/search_params.hpp` `LMR_BASE` and `src/search_params.hpp` `LMR_DIVISOR`	LMR_BASE	also LMR_DIVISOR	X(LMR_BASE, "LmrBase", 52, 0, 400) \ X(LMR_DIVISOR, "LmrDivisor", 182, 1, 2000) \
adocs/plan_todo/S098_reduction_refinement.md	121	src/search.cpp:113-122	7504c3d	CHOSEN			`src/search.cpp` `search_params_rebuild_derived`			
adocs/plan_todo/S098_reduction_refinement.md	122	src/search.cpp:133-136	7504c3d	SPAN	func	search_lmr_reduction_probe	`src/search.cpp` `search_lmr_reduction_probe` and `src/search.cpp` `lmr_reduction`	search_lmr_reduction_probe	also lmr_reduction	#ifdef CHESSO_TUNE int search_lmr_reduction_probe(int depth, int move_number) { return lmr_reduction(depth, mo
adocs/plan_todo/S098_reduction_refinement.md	123	src/search.cpp:960-961	7504c3d	WALK	func	negamax		negamax		if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && !MOVE_PROMOTED(moves[i]) && !is_in_chec
adocs/plan_todo/S098_reduction_refinement.md	127	src/search.cpp:929	7504c3d	WALK	func	negamax		negamax		const bool is_check_move = is_capture ? false : is_check(game);
adocs/plan_todo/S098_reduction_refinement.md	129	src/search.cpp:964-965	7504c3d	WALK	func	negamax		negamax		if (reduction > child_depth - 1) { reduction = child_depth - 1; } if (reduction < 0) { reduction = 0; }
adocs/plan_todo/S098_reduction_refinement.md	132	src/search.cpp:968-991	7504c3d	WALK	func	negamax		negamax		if (legal_moves_counter == 1) { // The first legal move of a PV node continues the principal variation. score 
adocs/plan_todo/S098_reduction_refinement.md	134	src/search.cpp:973	7504c3d	WALK	func	negamax		negamax		score = -negamax(-alpha - 1, -alpha, child_depth - reduction, ply + 1,
adocs/plan_todo/S098_reduction_refinement.md	135	src/search.cpp:979-982	7504c3d	WALK	func	negamax		negamax		if (!state->aborted && reduction > 0 && score > alpha) { score = -negamax(-alpha - 1, -alpha, child_depth, ply
adocs/plan_todo/S098_reduction_refinement.md	136	src/search.cpp:988-991	7504c3d	WALK	func	negamax		negamax		if (!state->aborted && score > alpha && score < beta) { score = -negamax(-beta, -alpha, child_depth, ply + 1, 
adocs/plan_todo/S098_reduction_refinement.md	137	src/search.cpp:1001	7504c3d	WALK	func	negamax		negamax		if (score > best_so_far) {
adocs/plan_todo/S098_reduction_refinement.md	139	src/search.cpp:596	7504c3d	WALK	func	negamax		negamax		bool is_pv)
adocs/plan_todo/S098_reduction_refinement.md	140	src/search.cpp:667	7504c3d	WALK	func	negamax		negamax		const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0;
adocs/plan_todo/S098_reduction_refinement.md	172	src/search.cpp:964-965	7504c3d	WALK	func	negamax		negamax		if (reduction > child_depth - 1) { reduction = child_depth - 1; } if (reduction < 0) { reduction = 0; }
adocs/plan_todo/S098_reduction_refinement.md	187	tests/test_search.cpp:2808	7504c3d	TITLE	title	pruning does not hide a forced mate		pruning does not hide a forced mate		TEST_CASE_FIXTURE(search_fixture_t, "pruning does not hide a forced mate")
adocs/plan_todo/S098_reduction_refinement.md	188	tests/test_search.cpp:2847	7504c3d	TITLE	title	pruning does not hide a mate against the material leader		pruning does not hide a mate against the material leader		TEST_CASE_FIXTURE(search_fixture_t,
adocs/plan_todo/S098_reduction_refinement.md	210	src/search.cpp:979-982	7504c3d	WALK	func	negamax		negamax		if (!state->aborted && reduction > 0 && score > alpha) { score = -negamax(-alpha - 1, -alpha, child_depth, ply
adocs/plan_todo/S098_reduction_refinement.md	216	src/search.cpp:988-991	7504c3d	WALK	func	negamax		negamax		if (!state->aborted && score > alpha && score < beta) { score = -negamax(-beta, -alpha, child_depth, ply + 1, 
adocs/plan_todo/S098_reduction_refinement.md	300	tests/test_search.cpp:2804-2825	7504c3d	TITLE	title	search: draws		search: draws		// The reduced search a null move runs must keep at least one real ply. At // zero it is quiescence, which onl
adocs/plan_todo/S098_reduction_refinement.md	389	src/search.cpp:960-961	7504c3d	WALK	func	negamax		negamax		if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && !MOVE_PROMOTED(moves[i]) && !is_in_chec
adocs/plan_todo/S099_correction_history.md	112	src/data_structures.hpp:298	7862f41	AUTO	member	hash		hash		hash_t hash; // Zobrist Key
adocs/plan_todo/S099_correction_history.md	114	src/bitboard.cpp:685	7862f41	AUTO	func	add_piece		add_piece		board->hash ^= randoms->piece_randoms[piece][square];
adocs/plan_todo/S099_correction_history.md	114	src/bitboard.cpp:702	7862f41	AUTO	func	remove_piece		remove_piece		board->hash ^= randoms->piece_randoms[piece][square];
adocs/plan_todo/S099_correction_history.md	114	src/bitboard.cpp:724-725	7862f41	AUTO	func	move_piece		move_piece		board->hash ^= randoms->piece_randoms[piece][from]; board->hash ^= randoms->piece_randoms[piece][to];
adocs/plan_todo/S099_correction_history.md	116	src/bitboard.cpp:992	7862f41	HAND	func	unmake_move_impl		unmake_move_impl	paragraph names compute_full_hash, unmake_move	board->hash = entry->hash;
adocs/plan_todo/S099_correction_history.md	116	src/bitboard.cpp:1518	7862f41	AUTO	func	compute_full_hash		compute_full_hash		hash_t compute_full_hash(game_t* game)
adocs/plan_todo/S099_correction_history.md	123	src/bitboard.cpp:803	7862f41	HAND	func	make_move_impl		make_move_impl	paragraph names remove_piece	remove_piece<us>(board, randoms, pawn, move.to);
adocs/plan_todo/S099_correction_history.md	123	src/bitboard.cpp:812	7862f41	HAND	func	make_move_impl		make_move_impl	paragraph names remove_piece	remove_piece<them>(board, randoms, captured_pawn, captured_square);
adocs/plan_todo/S099_correction_history.md	128	src/bitboard.cpp:1494	7862f41	AUTO	func	cleanup_board		cleanup_board		void cleanup_board(game_t* game)
adocs/plan_todo/S099_correction_history.md	129	src/bitboard.cpp:742	7862f41	HAND	func	make_move_impl		make_move_impl	paragraph names eval_accumulators_match	assert(eval_accumulators_match(&game->board));
adocs/plan_todo/S099_correction_history.md	130	src/bitboard.cpp:875	7862f41	HAND	func	make_move_impl		make_move_impl	paragraph names eval_accumulators_match	assert(eval_accumulators_match(board));
adocs/plan_todo/S099_correction_history.md	130	src/bitboard.cpp:997	7862f41	HAND	func	unmake_move_impl		unmake_move_impl	paragraph names eval_accumulators_match	assert(eval_accumulators_match(board));
adocs/plan_todo/S099_correction_history.md	135	src/chesso.cpp:48	7862f41	AUTO	const	tt				static transposition_table_t tt = {};
adocs/plan_todo/S099_correction_history.md	136	src/chesso.cpp:674-675	7862f41	WALK	func	iterative_deepening_search		search_book_move		search_state_t state = {}; state.tt = &tt;
adocs/plan_todo/S099_correction_history.md	137	src/chesso.cpp:1148-1161	7862f41	AUTO	func	command_ucinewgame		command_setoption		bool command_ucinewgame(std::queue<std::string>& args) { LOG_I << "Command [ucinewgame]. Args: " << args << EN
adocs/plan_todo/S099_correction_history.md	145	src/search.cpp:687	7862f41	WALK	func	negamax		negamax		const bool is_in_check = is_check(game);
adocs/plan_todo/S099_correction_history.md	146	src/search.cpp:678-681	7862f41	WALK	func	negamax		negamax		if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) { return tt_score; } }
adocs/plan_todo/S099_correction_history.md	149	src/search.cpp:767-771	7862f41	WALK	func	negamax		negamax		const int margin = RFP_MARGIN * depth; // Fail soft, and the bound returned is the one actually argued for: th
adocs/plan_todo/S099_correction_history.md	171	src/search.cpp:1099-1101	7862f41	WALK	func	negamax		negamax		const int to_store = normalize_score(best_so_far, ply); tt_store_entry(state->tt, &game->board, depth, to_stor
adocs/plan_todo/S099_correction_history.md	172	src/search.cpp:996	7862f41	WALK	func	negamax		negamax		if (state->aborted) { return 0; }
adocs/plan_todo/S099_correction_history.md	177	src/search.cpp:1099	7862f41	WALK	func	negamax		negamax		const int to_store = normalize_score(best_so_far, ply);
adocs/plan_todo/S099_correction_history.md	183	src/search.cpp:771	7862f41	WALK	func	negamax		negamax		if (static_eval - margin >= beta) { return static_eval - margin; }
adocs/plan_todo/S099_correction_history.md	232	src/search.cpp:349	7862f41	WALK	func	quiescence		quiescence		: evaluate_lazy(&game->board, alpha, beta, &static_eval_is_exact);
adocs/plan_todo/S109_shallow_depth_pruning_block.md	3	src/search.cpp:678	7504c3d	WALK	func	negamax		negamax		if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) {
adocs/plan_todo/S109_shallow_depth_pruning_block.md	179	src/search.cpp:645	7504c3d	WALK	func	negamax		negamax		// it calls a draw (two kings, with at most one knight or bishop, either
adocs/plan_todo/S109_shallow_depth_pruning_block.md	180	src/search.cpp:897-913	7504c3d	WALK	func	negamax		negamax		if (i == moves_count) { // The captures ran out without a cutoff, so the quiets are needed after // all. This 
adocs/plan_todo/S109_shallow_depth_pruning_block.md	181	src/search.cpp:915	7504c3d	HAND	func	negamax		negamax	paragraph names pick_next_move	pick_next_move(moves, scores, moves_count, i);
adocs/plan_todo/S109_shallow_depth_pruning_block.md	182	src/search.cpp:917	7504c3d	HAND	func	negamax		negamax	paragraph names pick_next_move	if (!make_move(game, moves[i])) { continue; }
adocs/plan_todo/S109_shallow_depth_pruning_block.md	182	src/search.cpp:919	7504c3d	HAND	func	negamax		negamax	paragraph names pick_next_move	const bool is_capture = MOVE_CAPTURE(moves[i]);
adocs/plan_todo/S109_shallow_depth_pruning_block.md	183	src/search.cpp:929	7504c3d	WALK	func	negamax		negamax		const bool is_check_move = is_capture ? false : is_check(game);
adocs/plan_todo/S109_shallow_depth_pruning_block.md	184	src/search.cpp:930	7504c3d	WALK	func	negamax		negamax		legal_moves_counter++;
adocs/plan_todo/S109_shallow_depth_pruning_block.md	186	src/search.cpp:960-965	7504c3d	WALK	func	negamax		negamax		if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && !MOVE_PROMOTED(moves[i]) && !is_in_chec
adocs/plan_todo/S109_shallow_depth_pruning_block.md	186	src/search.cpp:1006-1030	7504c3d	WALK	func	negamax		negamax		if (score >= beta) { // Fail-high type = TT_BETA_NODE; // Store killing move, history, and counter move if (!i
adocs/plan_todo/S109_shallow_depth_pruning_block.md	187	src/search.cpp:1065-1067	7504c3d	WALK	func	negamax		negamax		if (legal_moves_counter == 0) { return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; }
adocs/plan_todo/S109_shallow_depth_pruning_block.md	188	src/search.cpp:596	7504c3d	WALK	func	negamax		negamax		bool is_pv)
adocs/plan_todo/S109_shallow_depth_pruning_block.md	189	src/search.cpp:765-766	7504c3d	WALK	func	negamax		negamax		if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && depth <= RFP_MAX_DEPTH && beta < MATE_MI
adocs/plan_todo/S109_shallow_depth_pruning_block.md	192	src/search.cpp:42-76	7504c3d	SPAN	func	history_gravity_update	`src/search.cpp` `history_gravity_update` and `src/search.cpp` `history_on_quiet_cutoff`	history_gravity_update	also history_on_quiet_cutoff	// bound -- which is all of them -- and gravity silently stops ageing while // still looking like the publishe
adocs/plan_todo/S109_shallow_depth_pruning_block.md	193	src/search_params.hpp:166-167	7504c3d	WALK	define	CHESSO_SEARCH_PARAMS		CHESSO_SEARCH_PARAMS		with RfpMaxDepth held at 15, and re-measured at S142 before this bound \ was set: at 2 and above the mate in t
adocs/plan_todo/S109_shallow_depth_pruning_block.md	208	src/search.cpp:960-961	7504c3d	WALK	func	negamax		negamax		if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && !MOVE_PROMOTED(moves[i]) && !is_in_chec
adocs/plan_todo/S109_shallow_depth_pruning_block.md	211	src/bitboard.cpp:1185	7504c3d	AUTO	func	see_ge		see_ge		{
adocs/plan_todo/S109_shallow_depth_pruning_block.md	213	src/bitboard.cpp:1271	7504c3d	AUTO	func	see		see		{
adocs/plan_todo/S109_shallow_depth_pruning_block.md	214	src/bitboard.cpp:1096	7504c3d	CHOSEN			`src/bitboard.cpp` `see_value`			
adocs/plan_todo/S109_shallow_depth_pruning_block.md	215	src/bitboard.cpp:1160	7504c3d	AUTO	func	capture_cannot_lose		capture_cannot_lose		{
adocs/plan_todo/S109_shallow_depth_pruning_block.md	218	src/search.cpp:929	7504c3d	WALK	func	negamax		negamax		const bool is_check_move = is_capture ? false : is_check(game);
adocs/plan_todo/S109_shallow_depth_pruning_block.md	231	src/search.cpp:897-913	7504c3d	WALK	func	negamax		negamax		if (i == moves_count) { // The captures ran out without a cutoff, so the quiets are needed after // all. This 
adocs/plan_todo/S109_shallow_depth_pruning_block.md	233	src/search.cpp:880-884	7504c3d	WALK	func	negamax		negamax		if (tt_move_is_quiet || moves_count == 0) { moves_count += generate_quiets(game_tables(), &game->board, moves 
adocs/plan_todo/S109_shallow_depth_pruning_block.md	255	tests/test_search.cpp:2808	7504c3d	TITLE	title	pruning does not hide a forced mate		pruning does not hide a forced mate		TEST_CASE_FIXTURE(search_fixture_t, "pruning does not hide a forced mate")
adocs/plan_todo/S109_shallow_depth_pruning_block.md	261	src/search.cpp:1065-1067	7504c3d	WALK	func	negamax		negamax		if (legal_moves_counter == 0) { return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; }
adocs/plan_todo/S109_shallow_depth_pruning_block.md	357	src/search.cpp:1065-1067	7504c3d	WALK	func	negamax		negamax		if (legal_moves_counter == 0) { return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; }
adocs/plan_todo/S109_shallow_depth_pruning_block.md	372	src/evaluation.cpp:33-37	7504c3d	CHOSEN			`src/evaluation.cpp` `ORDER_TT_MOVE` to `src/evaluation.cpp` `ORDER_COUNTER`			
adocs/plan_todo/S109_shallow_depth_pruning_block.md	373	src/evaluation.cpp:1160-1166	7504c3d	AUTO	func	score_move		score_move		if (move == state->killer_moves[0][ply]) { return ORDER_KILLER_0; } if (move == state->killer_moves[1][ply]) {
adocs/plan_todo/S109_shallow_depth_pruning_block.md	452	src/search.cpp:678	7504c3d	WALK	func	negamax		negamax		if (tt_entry_answers(tt_entry, depth, ply, alpha, beta, &tt_score)) {
adocs/plan_todo/S112_quiescence_move_futility.md	3	tests/test_search.cpp:993	7862f41	TITLE	title	a side in check may not stand pat		a side in check may not stand pat		TEST_CASE_FIXTURE(search_fixture_t, "a side in check may not stand pat")
adocs/plan_todo/S112_quiescence_move_futility.md	3	tests/test_search.cpp:1067	7862f41	TITLE	title	mate is recognised at depth zero		mate is recognised at depth zero		TEST_CASE_FIXTURE(search_fixture_t, "mate is recognised at depth zero")
adocs/plan_todo/S112_quiescence_move_futility.md	104	src/search.cpp:467-489	7862f41	WALK	func	quiescence		quiescence		size_t count = 0; for (size_t i = 0; i < n; ++i) { if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; } // 
adocs/plan_todo/S112_quiescence_move_futility.md	105	src/search.cpp:469	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }
adocs/plan_todo/S112_quiescence_move_futility.md	105	src/search.cpp:481-484	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && !see_ge(&game->board, moves[i], 0)) { continu
adocs/plan_todo/S112_quiescence_move_futility.md	107	src/search.cpp:507-545	7862f41	WALK	func	quiescence		quiescence		for (size_t i = 0; i < count; ++i) { pick_next_move(moves, scores, count, i); if (!make_move(game, moves[i])) 
adocs/plan_todo/S112_quiescence_move_futility.md	107	src/search.cpp:491	7862f41	WALK	func	quiescence		quiescence		int best_value = in_check ? MIN : stand_pat;
adocs/plan_todo/S112_quiescence_move_futility.md	110	src/search.cpp:481	7862f41	WALK	func	quiescence		quiescence		if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&
adocs/plan_todo/S112_quiescence_move_futility.md	113	src/bitboard.cpp:1160-1174	7862f41	AUTO	func	capture_cannot_lose		capture_cannot_lose		bool capture_cannot_lose(const board_t* board, move_t move) { assert(board != nullptr); if (MOVE_EN_PASSANT(mo
adocs/plan_todo/S112_quiescence_move_futility.md	116	src/evaluation.cpp:41-43	7862f41	AUTO	const	piece_values_abs		piece_values_abs		static constexpr int piece_values_abs[] = { MVV_PAWN, MVV_KNIGHT, MVV_BISHOP, MVV_ROOK, MVV_QUEEN, MVV_KING, M
